Jan 04, 2022 2:15:23 PM org.apache.karaf.main.Main launch
INFO: Installing and starting initial bundles
Jan 04, 2022 2:15:23 PM org.apache.karaf.main.Main launch
INFO: All initial bundles installed and set to start
Jan 04, 2022 2:15:23 PM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Trying to lock /opt/opendaylight/lock
Jan 04, 2022 2:15:23 PM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Lock acquired
Jan 04, 2022 2:15:23 PM org.apache.karaf.main.Main$KarafLockCallback lockAcquired
INFO: Lock acquired. Setting startlevel to 100
2022-01-04T14:15:24,565 | INFO  | CM Configuration Updater (Update: pid=org.ops4j.pax.logging) | EventAdminConfigurationNotifier  | 4 - org.ops4j.pax.logging.pax-logging-log4j2 - 1.11.7 | Logging configuration changed. (Event Admin service unavailable - no notification sent).
2022-01-04T14:15:28,473 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.apache.karaf.jdbc/org.apache.karaf.jdbc.core/4.2.10
2022-01-04T14:15:28,473 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.apache.karaf.kar/org.apache.karaf.kar.core/4.2.10
2022-01-04T14:15:28,473 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.apache.karaf.log/org.apache.karaf.log.core/4.2.10
2022-01-04T14:15:28,473 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.apache.karaf.management/org.apache.karaf.management.server/4.2.10
2022-01-04T14:15:28,473 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.apache.karaf.package/org.apache.karaf.package.core/4.2.10
2022-01-04T14:15:28,474 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.apache.karaf.scr/org.apache.karaf.scr.management/4.2.10
2022-01-04T14:15:28,474 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.apache.karaf.scr/org.apache.karaf.scr.state/4.2.10
2022-01-04T14:15:28,474 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.apache.karaf.service/org.apache.karaf.service.core/4.2.10
2022-01-04T14:15:28,474 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.apache.karaf.shell/org.apache.karaf.shell.commands/4.2.10
2022-01-04T14:15:28,474 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.apache.karaf.shell/org.apache.karaf.shell.console/4.2.10
2022-01-04T14:15:28,474 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.apache.karaf.shell/org.apache.karaf.shell.core/4.2.10
2022-01-04T14:15:28,474 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.apache.karaf.shell/org.apache.karaf.shell.ssh/4.2.10
2022-01-04T14:15:28,474 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.apache.karaf.shell/org.apache.karaf.shell.table/4.2.10
2022-01-04T14:15:28,474 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.apache.karaf.system/org.apache.karaf.system.core/4.2.10
2022-01-04T14:15:28,474 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.apache.karaf.web/org.apache.karaf.web.core/4.2.10
2022-01-04T14:15:28,474 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.apache.servicemix.bundles/org.apache.servicemix.bundles.not-yet-commons-ssl/0.3.11_1
2022-01-04T14:15:28,475 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.apache.servicemix.specs/org.apache.servicemix.specs.activation-api-1.1/2.9.0
2022-01-04T14:15:28,475 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.apache.shiro/shiro-core/1.3.2
2022-01-04T14:15:28,475 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.apache.shiro/shiro-web/1.3.2
2022-01-04T14:15:28,475 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.apache.sshd/sshd-osgi/2.5.1
2022-01-04T14:15:28,475 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.apache.sshd/sshd-scp/2.5.1
2022-01-04T14:15:28,475 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.apache.sshd/sshd-sftp/2.5.1
2022-01-04T14:15:28,475 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.apache.xbean/xbean-bundleutils/4.17
2022-01-04T14:15:28,475 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.apache.xbean/xbean-finder/4.17
2022-01-04T14:15:28,475 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jdt.core.compiler/ecj/4.5.1
2022-01-04T14:15:28,475 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-client/9.4.31.v20200723
2022-01-04T14:15:28,475 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-continuation/9.4.31.v20200723
2022-01-04T14:15:28,476 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-deploy/9.4.31.v20200723
2022-01-04T14:15:28,476 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-http/9.4.31.v20200723
2022-01-04T14:15:28,476 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-http/9.4.31.v20200723
2022-01-04T14:15:28,476 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-http/9.4.31.v20200723
2022-01-04T14:15:28,476 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-io/9.4.31.v20200723
2022-01-04T14:15:28,476 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-jaas/9.4.31.v20200723
2022-01-04T14:15:28,476 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-jmx/9.4.31.v20200723
2022-01-04T14:15:28,476 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-jndi/9.4.31.v20200723
2022-01-04T14:15:28,476 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-plus/9.4.31.v20200723
2022-01-04T14:15:28,476 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-proxy/9.4.31.v20200723
2022-01-04T14:15:28,476 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-rewrite/9.4.31.v20200723
2022-01-04T14:15:28,477 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-security/9.4.31.v20200723
2022-01-04T14:15:28,477 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-jaspi/9.4.31.v20200723
2022-01-04T14:15:28,477 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-server/9.4.31.v20200723
2022-01-04T14:15:28,477 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-servlet/9.4.31.v20200723
2022-01-04T14:15:28,477 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-servlets/9.4.31.v20200723
2022-01-04T14:15:28,477 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-util/9.4.31.v20200723
2022-01-04T14:15:28,477 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-util-ajax/9.4.31.v20200723
2022-01-04T14:15:28,477 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-webapp/9.4.31.v20200723
2022-01-04T14:15:28,477 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty.websocket/websocket-api/9.4.31.v20200723
2022-01-04T14:15:28,477 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty.websocket/websocket-client/9.4.31.v20200723
2022-01-04T14:15:28,477 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty.websocket/websocket-common/9.4.31.v20200723
2022-01-04T14:15:28,478 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty.websocket/websocket-common/9.4.31.v20200723
2022-01-04T14:15:28,478 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty.websocket/javax-websocket-client-impl/9.4.31.v20200723
2022-01-04T14:15:28,478 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty.websocket/javax-websocket-server-impl/9.4.31.v20200723
2022-01-04T14:15:28,478 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty.websocket/websocket-server/9.4.31.v20200723
2022-01-04T14:15:28,478 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty.websocket/websocket-servlet/9.4.31.v20200723
2022-01-04T14:15:28,478 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-xml/9.4.31.v20200723
2022-01-04T14:15:28,478 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.glassfish.hk2/hk2-api/2.5.0-b42
2022-01-04T14:15:28,478 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.glassfish.hk2.external/aopalliance-repackaged/2.5.0-b42
2022-01-04T14:15:28,478 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.glassfish.hk2.external/javax.inject/2.5.0-b42
2022-01-04T14:15:28,478 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.glassfish.hk2/hk2-locator/2.5.0-b42
2022-01-04T14:15:28,478 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.glassfish.hk2/osgi-resource-locator/1.0.1
2022-01-04T14:15:28,478 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.glassfish.hk2/hk2-utils/2.5.0-b42
2022-01-04T14:15:28,479 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.glassfish.jersey.containers/jersey-container-servlet/2.27
2022-01-04T14:15:28,479 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.glassfish.jersey.containers/jersey-container-servlet-core/2.27
2022-01-04T14:15:28,479 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.glassfish.jersey.core/jersey-client/2.27
2022-01-04T14:15:28,479 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.glassfish.jersey.core/jersey-common/2.27
2022-01-04T14:15:28,479 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.glassfish.jersey.core/jersey-server/2.27
2022-01-04T14:15:28,479 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.glassfish.jersey.ext/jersey-entity-filtering/2.27
2022-01-04T14:15:28,479 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.glassfish.jersey.ext/jersey-proxy-client/2.27
2022-01-04T14:15:28,479 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.glassfish.jersey.inject/jersey-hk2/2.27
2022-01-04T14:15:28,479 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.glassfish.jersey.media/jersey-media-jaxb/2.27
2022-01-04T14:15:28,479 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.glassfish.jersey.media/jersey-media-json-jackson/2.27
2022-01-04T14:15:28,479 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.glassfish.jersey.media/jersey-media-sse/2.27
2022-01-04T14:15:28,480 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:io.netty/netty/3.10.6.Final
2022-01-04T14:15:28,480 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.jgrapht/jgrapht-core/1.2.0
2022-01-04T14:15:28,480 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.jline/jline-builtins/3.16.0
2022-01-04T14:15:28,480 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.jline/jline-reader/3.16.0
2022-01-04T14:15:28,480 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.jline/jline-terminal/3.16.0
2022-01-04T14:15:28,480 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.jline/jline-terminal-jansi/3.16.0
2022-01-04T14:15:28,480 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.jolokia/jolokia-osgi/1.6.2
2022-01-04T14:15:28,480 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.ow2.asm/asm/5.2
2022-01-04T14:15:28,480 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.ow2.asm/asm/8.0.1
2022-01-04T14:15:28,480 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.ow2.asm/asm-commons/8.0.1
2022-01-04T14:15:28,480 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.ow2.asm/asm-tree/8.0.1
2022-01-04T14:15:28,480 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.ow2.asm/asm-analysis/8.0.1
2022-01-04T14:15:28,481 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.ow2.asm/asm-util/8.0.1
2022-01-04T14:15:28,481 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.objenesis/objenesis/2.6
2022-01-04T14:15:28,481 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.onap.ccsdk.features.sdnr.wt.aluminium.sr3/sdnr-wt-devicemanager-core-model/1.2.0-SNAPSHOT
2022-01-04T14:15:28,481 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.onap.ccsdk.features.sdnr.wt.aluminium.sr3/sdnr-wt-websocketmanager-model/1.2.0-SNAPSHOT
2022-01-04T14:15:28,481 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.onap.ccsdk.features.sdnr.wt.aluminium.sr3/sdnr-wt-yang-utils/1.2.0-SNAPSHOT
2022-01-04T14:15:28,481 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.onap.ccsdk.features.sdnr.wt/sdnr-wt-odl-client/2.3.0-SNAPSHOT
2022-01-04T14:15:28,481 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.onap.ccsdk.features.sdnr.wt/sdnr-wt-odl-ready/2.3.0-SNAPSHOT
2022-01-04T14:15:28,481 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.opendaylight.aaa/aaa-authn-api/0.12.3
2022-01-04T14:15:28,481 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.opendaylight.aaa/aaa-cert/0.12.3
2022-01-04T14:15:28,481 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.opendaylight.aaa/aaa-encrypt-service/0.12.3
2022-01-04T14:15:28,481 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.opendaylight.aaa/aaa-encrypt-service-impl/0.12.3
2022-01-04T14:15:28,481 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.opendaylight.aaa/aaa-filterchain/0.12.3
2022-01-04T14:15:28,482 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.opendaylight.aaa/aaa-password-service-api/0.12.3
2022-01-04T14:15:28,482 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.opendaylight.aaa/aaa-password-service-impl/0.12.3
2022-01-04T14:15:28,482 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.opendaylight.aaa/aaa-shiro/0.12.3
2022-01-04T14:15:28,482 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.opendaylight.aaa/aaa-shiro-api/0.12.3
2022-01-04T14:15:28,482 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.opendaylight.aaa.web/web-api/0.12.3
